City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Boende,CD,2022-05-12 20:57:59,-0.2167,20.8667,73.44,87,53,1.48
265,Yar-Sale,RU,2022-05-12 20:58:00,66.8333,70.8333,34.7,100,100,5.35
266,Jerantut,MY,2022-05-12 20:58:00,3.936,102.3626,73.51,99,97,2.13
267,Kalmunai,LK,2022-05-12 20:58:01,7.4167,81.8167,80.17,74,100,5.28
268,Vardo,NO,2022-05-12 20:58:01,70.3705,31.1107,33.78,86,59,9.22
269,Jalu,LY,2022-05-12 20:58:02,29.0331,21.5482,70.25,65,9,9.46
270,Kurilsk,RU,2022-05-12 20:58:02,45.2333,147.8833,45.99,91,100,4.7
271,Cap Malheureux,MU,2022-05-12 20:58:03,-19.9842,57.6142,73.47,82,14,1.99
272,Namatanai,PG,2022-05-12 20:58:03,-3.6667,152.4333,79.99,82,95,5.21
273,Aripuana,BR,2022-05-12 20:59:04,-9.1667,-60.6333,84.42,64,68,2.13
274,Kununurra,AU,2022-05-12 20:59:04,-15.7667,128.7333,67.98,88,40,4.61
275,Dingle,PH,2022-05-12 20:59:04,10.9995,122.6711,77.58,86,97,4.45
276,Bograd,RU,2022-05-12 20:59:05,54.2344,90.8328,45.39,37,2,1.59
277,Nedryhayliv,UA,2022-05-12 20:59:05,50.834,33.8763,57.88,92,100,10.18
278,Honiara,SB,2022-05-12 20:59:06,-9.4333,159.95,79.66,78,98,1.45
279,George Town,MY,2022-05-12 20:58:48,5.4112,100.3354,80.53,93,40,10.36
280,Chuy,UY,2022-05-12 20:59:06,-33.6971,-53.4616,54.91,71,45,6.35
281,Muhos,FI,2022-05-12 20:59:07,64.808,25.9931,35.89,99,98,3.74
282,Biak,ID,2022-05-12 20:59:07,-0.9131,122.8766,77.07,84,99,3.65
283,Rajauri,IN,2022-05-12 20:59:08,33.3833,74.3,77.72,18,0,8.5
284,Thongwa,MM,2022-05-12 20:59:08,16.7619,96.5278,78.96,82,100,6.02
285,Codrington,AU,2022-05-12 20:55:52,-38.2667,141.9667,56.39,88,93,3.53
286,Seoul,KR,2022-05-12 20:56:12,37.5683,126.9778,61.99,53,0,2.3
287,Saldanha,ZA,2022-05-12 20:59:09,-33.0117,17.9442,50.05,75,84,7.09
288,Mandalgovi,MN,2022-05-12 20:59:10,45.7625,106.2708,35.17,42,0,10.94
289,Aklavik,CA,2022-05-12 20:59:10,68.2191,-135.0107,42.8,61,75,5.75
290,Camacha,PT,2022-05-12 20:59:11,33.0833,-16.3333,63.82,82,20,14.97
291,Pryyutivka,UA,2022-05-12 20:59:11,48.7209,33.0708,59.94,57,37,18.23
